MJD;F_vobs_blau[Jy];delta_F_vobs_blau[Jy];F_v0_blau;m_b;delta_m_b;F_vobs_rot[Jy];delta_F_vobs_rot[Jy];F_v0_rot;m_r;delta_m_r;m_b-m_r;delta_m_b-m_r
55264.3975463;12.4343925183;0.0077155937;0.7961;-2.9841423719;0.000673704;2.2491546349;0.0071449946;0.15;-2.9398201406;0.0034491089;-0.0443222314;0.0035142893
55126.1858912;12.608293023;0.0030460993;0.7961;-2.9992216739;0.0002623083;2.294653866;0.001841181;0.15;-2.961564813;0.0008711714;-0.037656861;0.0009098051
55126.2956944;12.6209756957;0.003133348;0.7961;-3.0003132662;0.0002695504;2.3099084026;0.001619901;0.15;-2.968758749;0.0007614091;-0.0315545172;0.0008077135
55126.4054977;12.6040256956;0.0030969864;0.7961;-2.9988541399;0.0002667807;2.3026101761;0.0017473368;0.15;-2.9653229015;0.0008239114;-0.0335312385;0.0008660265
55126.5153009;12.5264430145;0.0032177828;0.7961;-2.9921503578;0.0002789031;2.3023912801;0.0017672117;0.15;-2.9652196818;0.0008333622;-0.026930676;0.0008787943
55239.1037731;12.4639624974;0.0069553524;0.7961;-2.9867212742;0.000605881;2.2763910623;0.0075103575;0.15;-2.9528890318;0.0035821029;-0.0338322424;0.0036329813
55510.629213;11.7853195058;0.0063069811;0.7961;-2.9259343426;0.0005810379;2.1929157766;0.005689512;0.15;-2.9123267325;0.0028169387;-0.0136076101;0.0028762386
55510.8028704;11.8608891742;0.005870505;0.7961;-2.9328740601;0.0005373813;2.2276507191;0.0056236169;0.15;-2.9293895957;0.0027408985;-0.0034844644;0.0027930813
55822.8464352;12.7281601799;0.0066618538;0.7961;-3.0094950205;0.0005682688;2.3593817078;0.0048421959;0.15;-2.9917673724;0.0022282734;-0.0177276481;0.0022995938
